uid,浏览量,点赞量,完整观看数,观看作者数,观看作品数,bgm收听数,观看作品平均时长,所在过的城市数,观看作品的所在城市数
15677,14,0,6,14,14,13,9.5,2,11
7847,20,0,18,20,20,20,13.5,1,20
48465,2,0,0,2,2,2,9.5,1,2
47458,2,0,1,2,2,2,15.5,2,2
5970,13,0,8,13,13,13,11.23076923076923,1,12
2733,58,0,18,58,58,56,11.206896551724139,1,39
60692,10,0,5,10,10,10,13.7,2,10
53473,4,0,2,4,4,4,9.5,1,4
35822,62,0,22,59,62,53,10.725806451612904,1,44
16371,13,0,8,13,13,13,11.076923076923077,1,11
49657,9,0,3,9,9,9,10.88888888888889,1,9
44436,16,0,11,15,16,15,10.25,1,14
44786,5,0,4,5,5,4,19.4,1,5
14819,2,0,0,1,2,2,11.5,1,1
45457,20,0,13,20,20,19,16.35,1,19
17241,22,0,8,22,22,21,9.409090909090908,1,19
9544,6,0,4,6,6,6,8.666666666666666,1,6
22028,20,0,12,20,20,16,11.9,2,20
12534,8,0,4,8,8,8,8.375,1,8
51290,9,0,9,9,9,9,9.333333333333334,1,9
21909,29,0,4,28,29,26,12.068965517241379,1,19
5839,31,0,18,31,31,25,12.838709677419354,1,26
38990,3,0,1,3,3,3,8.333333333333334,1,3
48101,17,1,8,17,17,17,11.235294117647058,1,17
14836,7,0,0,7,7,7,15.285714285714286,1,6
14969,13,0,8,13,13,13,10.384615384615385,1,13
56271,7,0,3,6,7,7,12.714285714285714,1,6
8939,32,0,19,32,32,31,12.1875,1,29
11472,19,0,15,19,19,18,9.263157894736842,1,19
20516,45,0,10,44,45,43,10.71111111111111,1,31
4102,15,0,3,15,15,15,12.466666666666667,1,5
8379,14,0,8,14,14,14,9.571428571428571,1,13
46521,6,0,2,6,6,6,9.666666666666666,1,4
2957,29,0,12,29,29,26,12.0,1,28
67736,5,0,3,5,5,5,15.8,1,5
29651,10,0,6,10,10,10,9.9,1,10
26585,18,0,8,17,18,18,10.444444444444445,1,16
31915,17,0,14,17,17,17,9.176470588235293,1,16
46149,7,0,5,7,7,7,14.857142857142858,1,7
37902,32,0,25,32,32,25,11.28125,1,29
32306,30,0,19,28,30,29,11.066666666666666,1,15
30812,24,0,10,24,24,24,12.0,1,23
61598,4,0,1,4,4,4,7.25,1,4
3339,27,2,12,27,27,27,13.037037037037036,1,22
46048,17,0,12,17,17,16,8.411764705882353,1,14
22541,14,0,4,14,14,14,10.357142857142858,1,12
6960,36,0,8,36,36,35,11.472222222222221,1,23
47932,19,0,15,15,19,18,11.842105263157896,1,10
12211,10,0,4,10,10,10,18.2,1,10
53262,88,2,26,87,88,75,11.818181818181818,1,57
35197,13,0,6,13,13,11,13.153846153846153,1,10
23995,18,0,7,18,18,18,10.722222222222221,1,15
7332,13,0,5,13,13,13,10.307692307692308,1,12
57964,16,0,3,16,16,12,16.1875,1,12
12537,8,0,6,8,8,8,9.125,2,8
34639,14,0,5,14,14,11,13.071428571428571,1,13
55321,10,0,7,9,10,9,11.1,1,8
56494,6,0,4,6,6,6,12.0,1,6
23660,32,0,19,32,32,32,11.4375,1,28
51275,7,0,1,7,7,7,13.142857142857142,1,7
47840,9,0,5,9,9,9,11.777777777777779,1,9
25109,29,0,12,29,29,27,9.931034482758621,1,20
54050,5,0,2,5,5,5,6.8,1,5
16040,34,0,15,33,34,29,11.0,1,31
48551,8,0,7,8,8,8,14.375,1,8
33328,5,0,3,5,5,5,9.0,1,5
10298,8,0,5,8,8,8,11.125,1,8
17735,12,0,4,12,12,12,11.5,1,12
563,33,1,21,33,33,32,9.696969696969697,1,28
65736,5,0,5,5,5,5,7.4,1,4
34386,11,0,8,10,11,11,10.545454545454545,1,9
65540,3,0,3,3,3,3,7.666666666666667,1,3
25005,21,0,7,21,21,20,13.333333333333334,1,18
4776,12,0,6,12,12,10,9.833333333333334,1,3
42687,4,0,2,4,4,4,8.75,1,4
67439,2,0,0,2,2,2,7.0,1,2
37483,13,0,7,13,13,12,11.76923076923077,1,12
14868,48,0,25,48,48,41,10.083333333333334,1,34
68605,1,0,0,1,1,1,10.0,1,1
29466,9,0,3,9,9,9,11.88888888888889,2,9
34801,24,0,23,24,24,22,9.541666666666666,1,14
57547,22,0,14,22,22,22,9.227272727272727,2,20
4523,15,0,2,14,15,15,11.333333333333334,1,6
16176,49,0,19,48,49,49,10.918367346938776,1,42
62641,11,0,2,10,11,11,10.0,1,9
47474,5,1,5,5,5,5,7.8,1,5
4840,11,0,8,11,11,11,12.0,1,11
28373,10,0,2,10,10,9,10.2,1,10
1443,44,0,29,43,44,41,11.636363636363637,1,33
2513,26,0,6,23,26,23,10.076923076923077,1,23
32697,48,0,24,48,48,47,9.645833333333334,1,42
45691,19,0,10,19,19,18,10.210526315789474,1,18
68796,1,0,0,1,1,1,7.0,1,1
45673,56,0,18,56,56,50,10.857142857142858,1,39
48951,20,0,9,20,20,18,10.55,1,19
24077,26,0,13,26,26,23,9.23076923076923,1,25
42252,8,0,3,8,8,8,8.625,1,8
2672,16,0,14,15,16,16,11.5,1,5
46967,9,0,3,9,9,9,11.777777777777779,1,7
23202,5,0,4,5,5,5,8.0,1,5
22867,15,0,5,15,15,15,10.6,1,13
25243,22,0,4,22,22,22,13.045454545454545,1,22
69271,14,0,10,14,14,14,11.285714285714286,1,13
28070,11,0,10,11,11,10,11.454545454545455,1,10
15898,29,0,14,29,29,28,9.586206896551724,1,24
27479,6,0,3,5,6,6,7.166666666666667,1,4
49742,47,11,28,47,47,46,11.680851063829786,1,33
29531,7,0,2,7,7,7,9.142857142857142,1,6
13235,31,0,16,30,31,29,10.548387096774194,1,25
32534,24,0,8,24,24,22,11.291666666666666,1,23
58987,6,0,4,6,6,6,7.833333333333333,1,5
18550,23,0,14,23,23,23,10.391304347826088,1,21
18431,7,0,7,7,7,6,9.714285714285714,1,7
23270,55,0,24,51,55,43,11.618181818181819,1,27
18323,36,0,21,35,36,33,10.5,1,30
57487,11,0,6,11,11,11,10.727272727272727,1,11
37757,26,1,22,26,26,26,11.576923076923077,1,24
15744,17,0,6,17,17,15,10.588235294117647,1,13
8622,14,0,9,14,14,14,9.785714285714286,1,13
14527,2,0,2,2,2,2,6.0,1,2
29289,6,0,3,6,6,6,9.5,1,5
50316,14,0,9,14,14,13,13.0,2,12
10813,22,0,10,22,22,22,13.954545454545455,1,20
45352,18,0,10,18,18,16,11.222222222222221,2,16
49176,7,0,3,7,7,7,9.0,1,7
40377,10,0,7,10,10,10,8.9,1,10
52935,11,0,0,11,11,10,14.363636363636363,1,1
28264,10,1,8,10,10,9,9.8,1,10
65317,2,0,2,2,2,2,9.5,1,2
37681,29,0,13,29,29,28,10.931034482758621,2,24
46641,26,0,18,25,26,26,12.26923076923077,1,21
4529,43,0,18,43,43,40,11.837209302325581,2,34
29368,4,0,3,4,4,4,8.0,1,4
44592,17,0,3,16,17,17,10.882352941176471,1,15
28685,17,0,6,17,17,15,12.352941176470589,1,16
14237,40,0,28,39,40,36,11.075,1,34
4518,43,0,8,41,43,43,9.86046511627907,1,36
13864,18,0,8,18,18,17,9.166666666666666,1,17
19869,8,1,6,8,8,8,9.25,1,8
9734,13,0,12,13,13,13,10.923076923076923,1,13
7098,16,0,6,16,16,15,10.3125,1,16
4658,35,0,22,34,35,32,10.314285714285715,1,29
26397,17,1,7,16,17,17,11.941176470588236,1,14
64396,4,0,0,4,4,4,12.0,1,4
35798,48,0,41,48,48,46,12.458333333333334,1,34
54656,19,7,7,19,19,19,9.0,1,16
21347,6,0,4,6,6,6,15.333333333333334,2,6
33285,21,0,8,21,21,19,10.142857142857142,1,18
26864,33,0,13,33,33,30,11.484848484848484,1,29
31298,14,0,7,14,14,14,11.642857142857142,1,14
327,21,0,3,21,21,21,8.285714285714286,1,20
24531,4,0,3,4,4,4,9.25,2,4
25557,2,0,0,2,2,2,9.5,1,2
43722,29,0,4,29,29,27,10.689655172413794,1,26
54937,10,0,6,10,10,10,13.3,1,10
35874,3,0,1,3,3,3,5.666666666666667,2,3
16961,22,0,11,22,22,22,13.090909090909092,1,19
58415,13,0,2,13,13,12,12.76923076923077,1,12
16282,34,1,8,33,34,30,10.382352941176471,1,31
55043,14,0,12,14,14,14,10.357142857142858,1,13
30534,4,0,4,4,4,4,10.25,1,4
19506,22,0,13,22,22,22,13.909090909090908,1,20
37204,14,0,3,14,14,14,14.0,1,8
13555,8,0,2,8,8,8,9.375,1,8
42239,18,0,13,18,18,18,10.333333333333334,1,15
69483,9,0,5,9,9,8,9.666666666666666,1,8
32013,32,0,1,32,32,29,8.78125,1,29
32783,38,0,12,38,38,32,9.947368421052632,1,32
2221,16,0,9,16,16,16,9.5625,2,13
51638,5,0,4,5,5,5,11.0,1,5
49273,5,0,3,5,5,5,10.0,1,5
44601,9,0,7,9,9,9,13.88888888888889,1,9
46037,16,0,9,16,16,16,11.25,1,15
10915,22,0,10,22,22,22,9.954545454545455,1,20
44540,23,0,7,23,23,22,9.91304347826087,1,23
31696,91,0,40,89,91,65,10.989010989010989,1,66
15542,9,1,5,9,9,9,11.0,2,9
59968,1,0,0,1,1,1,9.0,1,1
50870,4,0,2,4,4,4,12.25,1,4
49952,8,0,7,7,8,8,12.375,1,7
6513,29,0,7,28,29,29,9.551724137931034,1,26
34626,10,0,7,9,10,10,11.7,1,9
6627,25,5,17,25,25,25,9.84,1,23
22481,16,0,16,16,16,16,10.5,1,15
16539,13,0,7,13,13,12,14.0,1,12
58045,7,0,2,7,7,7,8.857142857142858,1,6
18082,8,0,2,8,8,8,13.375,1,8
16362,27,0,17,25,27,26,10.518518518518519,2,20
48002,12,0,4,12,12,12,8.583333333333334,1,11
15523,6,0,1,6,6,6,10.166666666666666,1,6
2468,35,0,15,33,35,33,11.428571428571429,1,26
11357,32,0,18,32,32,31,12.03125,1,29
37433,10,0,9,10,10,10,8.6,1,9
22714,7,0,3,7,7,7,10.714285714285714,1,7
38232,9,1,6,9,9,9,9.88888888888889,1,9
6103,39,0,21,33,39,37,10.974358974358974,1,31
15865,7,0,3,7,7,7,7.571428571428571,1,7
44396,3,0,0,3,3,3,18.666666666666668,1,3
32434,14,0,6,14,14,13,11.5,1,14
37748,15,0,8,15,15,14,12.533333333333333,1,15
18983,15,0,4,15,15,15,11.0,1,11
58234,2,0,0,2,2,2,10.0,1,2
34743,1,0,1,1,1,1,10.0,1,1
36460,14,0,7,14,14,13,12.357142857142858,1,14
26143,16,0,8,16,16,15,9.1875,1,8
44965,7,0,5,7,7,7,9.571428571428571,1,6
18901,15,0,9,15,15,15,11.066666666666666,1,13
18313,15,0,4,15,15,15,10.733333333333333,1,13
20919,6,0,2,6,6,6,17.0,1,5
44543,7,0,2,7,7,6,12.428571428571429,1,6
19072,45,0,21,45,45,44,10.133333333333333,1,33
54836,19,0,11,19,19,18,9.368421052631579,1,18
55856,6,1,1,6,6,6,9.666666666666666,1,6
36425,26,0,20,23,26,23,10.307692307692308,1,19
55324,21,0,8,21,21,20,13.19047619047619,1,18
59038,3,0,2,3,3,3,9.333333333333334,1,2
33189,2,0,1,2,2,2,9.5,1,2
16853,31,0,19,31,31,31,13.096774193548388,1,28
23643,12,0,9,11,12,11,10.333333333333334,1,11
46478,28,0,17,28,28,25,12.571428571428571,1,23
60511,1,0,0,1,1,1,9.0,1,1
41569,15,0,5,15,15,15,12.666666666666666,1,15
19463,20,1,8,20,20,19,13.15,2,19
11027,37,3,23,37,37,32,10.675675675675675,2,31
15592,6,0,1,6,6,6,11.5,1,6
27895,11,0,5,11,11,11,13.727272727272727,1,10
21688,25,0,17,24,25,23,13.56,2,23
10643,14,0,8,14,14,13,13.785714285714286,2,10
18421,25,0,9,25,25,25,11.04,1,22
70144,1,0,0,1,1,1,4.0,1,1
7232,5,0,3,5,5,5,10.4,1,5
36253,39,0,23,38,39,35,10.974358974358974,1,33
18132,32,0,8,32,32,30,10.78125,2,26
31651,19,0,4,19,19,18,15.631578947368421,1,18
25402,10,0,6,10,10,10,11.6,1,10
46018,10,0,4,10,10,10,12.3,1,10
22806,2,0,0,2,2,2,9.5,1,2
22187,8,0,4,8,8,7,12.125,1,7
10710,7,0,4,7,7,7,9.714285714285714,1,7
28813,6,0,0,6,6,6,9.833333333333334,3,5
40541,8,0,2,8,8,8,12.625,1,8
30839,24,0,7,24,24,20,10.833333333333334,1,20
46839,17,0,10,15,17,17,11.470588235294118,2,15
51995,7,0,4,7,7,7,9.0,1,7
52949,54,0,11,53,54,44,9.351851851851851,1,41
59262,4,0,2,4,4,4,11.5,1,4
34051,7,0,5,7,7,7,13.0,1,7
9115,1,0,0,1,1,1,9.0,1,1
39971,2,0,2,2,2,2,8.0,1,2
15529,32,0,21,32,32,28,15.5625,1,29
21553,92,0,27,89,92,81,10.891304347826088,1,41
60444,3,0,2,3,3,3,9.666666666666666,1,3
15288,17,0,12,17,17,16,11.705882352941176,1,16
61494,3,0,2,3,3,3,12.0,1,3
47040,21,0,7,21,21,19,11.095238095238095,1,19
57496,10,0,8,10,10,10,15.7,1,9
37478,19,0,11,19,19,19,14.157894736842104,1,18
14707,12,0,8,12,12,11,10.25,1,11
21911,16,0,9,16,16,15,11.0625,1,16
49269,19,0,10,19,19,19,13.789473684210526,1,19
64964,6,0,4,6,6,6,7.666666666666667,1,6
19016,17,0,15,17,17,15,11.764705882352942,1,15
6363,17,0,14,17,17,16,10.117647058823529,2,15
41922,5,0,5,4,5,3,9.2,3,4
704,5,0,4,5,5,5,9.6,1,5
58940,3,0,2,3,3,3,8.666666666666666,1,3
47276,13,0,4,13,13,13,9.23076923076923,3,11
57882,15,0,7,15,15,15,10.066666666666666,1,14
33606,28,0,3,28,28,28,11.857142857142858,2,22
51319,10,0,7,10,10,10,12.6,1,10
35241,10,0,4,10,10,10,10.2,1,9
49636,22,17,21,22,22,21,10.5,1,21
20782,21,0,10,21,21,21,9.714285714285714,1,16
58174,8,0,5,8,8,8,13.5,1,8
28462,32,0,13,31,32,31,13.125,1,28
5001,22,1,11,22,22,22,10.590909090909092,1,19
7838,46,0,20,46,46,42,12.391304347826088,1,38
46789,12,0,11,12,12,12,15.666666666666666,1,11
44587,17,0,8,17,17,16,10.588235294117647,1,15
8525,30,1,14,30,30,28,11.4,2,26
17964,15,0,6,14,15,15,10.666666666666666,2,14
63240,23,0,17,23,23,20,10.434782608695652,1,15
17242,18,0,14,18,18,17,10.0,1,16
44654,16,0,2,16,16,15,12.125,1,14
6204,68,0,22,67,68,63,11.691176470588236,1,55
12854,4,0,1,4,4,4,14.25,1,3
41116,6,0,1,6,6,6,9.166666666666666,1,6
21906,19,0,5,19,19,17,10.578947368421053,1,15
43136,12,0,5,12,12,12,8.833333333333334,1,11
48709,10,0,5,10,10,10,11.5,2,10
19970,47,0,7,47,47,45,10.48936170212766,1,28
17193,10,0,9,10,10,10,9.8,1,10
26976,20,0,13,20,20,14,12.0,1,19
31884,19,0,6,19,19,18,9.210526315789474,1,15
25302,13,0,7,13,13,12,10.384615384615385,1,13
49652,2,0,2,2,2,2,9.5,1,2
19751,6,1,3,6,6,5,12.5,1,6
32066,27,0,8,27,27,25,11.925925925925926,1,24
9391,21,0,7,20,21,20,13.142857142857142,2,20
59820,4,0,2,4,4,4,11.0,1,4
23950,21,0,15,19,21,20,9.80952380952381,1,15
47199,18,0,8,18,18,17,9.11111111111111,1,17
48869,62,0,18,62,62,54,11.53225806451613,1,52
16937,24,0,13,24,24,20,12.333333333333334,1,19
33468,47,0,31,47,47,47,10.425531914893616,1,34
15034,28,0,15,27,28,26,11.892857142857142,1,25
13904,2,0,0,2,2,2,12.0,1,2
19905,16,0,9,16,16,16,10.0625,1,15
49753,23,0,11,22,23,23,12.869565217391305,1,20
36870,36,0,16,36,36,35,12.0,1,27
31442,23,0,13,22,23,22,9.521739130434783,1,18
1589,3,0,1,3,3,3,8.0,1,3
17739,51,0,34,51,51,47,11.03921568627451,1,41
23553,17,0,6,16,17,17,8.176470588235293,2,13
64557,7,0,2,7,7,6,8.571428571428571,2,7
24824,18,1,14,17,18,17,11.166666666666666,1,14
64552,26,0,13,26,26,25,11.923076923076923,1,23
34685,18,0,2,18,18,18,10.833333333333334,1,1
20622,7,0,2,7,7,6,8.428571428571429,2,7
59143,4,0,3,4,4,3,11.5,1,4
8695,23,0,8,23,23,22,13.173913043478262,1,18
5379,10,0,2,10,10,10,11.9,1,10
37211,16,0,6,16,16,16,9.3125,5,15
15994,24,0,15,24,24,22,12.541666666666666,1,21
3926,46,0,15,46,46,42,10.73913043478261,2,44
24468,3,0,2,3,3,3,10.0,1,3
42134,14,0,10,12,14,12,12.0,1,10
17309,35,1,4,33,35,31,11.114285714285714,2,30
33646,8,0,3,8,8,7,9.0,1,8
20540,26,0,18,26,26,25,9.0,1,22
20703,7,0,6,7,7,7,12.571428571428571,2,6
34711,14,0,9,13,14,14,11.857142857142858,1,11
49433,9,0,5,9,9,9,12.666666666666666,1,8
44088,4,0,2,4,4,4,13.5,1,4
44505,19,0,4,19,19,19,11.842105263157896,1,19
32618,30,0,19,30,30,26,12.2,1,25
47179,17,0,12,17,17,17,9.058823529411764,1,15
65115,5,0,3,5,5,5,8.8,1,4
20373,16,0,8,16,16,15,12.0625,2,15
16839,36,0,15,36,36,31,11.916666666666666,1,32
10748,58,0,23,57,58,53,11.051724137931034,8,48
12225,7,0,5,7,7,7,7.285714285714286,1,7
15135,28,0,23,28,28,27,10.642857142857142,1,24
48232,39,0,17,33,39,35,13.743589743589743,1,25
23407,43,0,11,43,43,40,11.046511627906977,3,31
29140,4,0,2,4,4,4,15.25,1,3
28982,10,0,5,10,10,10,10.5,1,9
59754,1,0,0,1,1,1,10.0,1,1
23212,11,0,2,11,11,9,8.545454545454545,1,11
48281,48,2,28,43,48,42,10.333333333333334,1,29
2307,31,0,17,31,31,27,10.03225806451613,1,26
46718,25,0,7,25,25,24,12.88,1,25
12961,31,0,13,28,31,28,9.838709677419354,3,26
32406,9,0,7,9,9,9,9.555555555555555,1,9
15610,23,0,10,23,23,23,9.173913043478262,1,20
59330,1,0,0,1,1,1,5.0,1,1
32952,9,0,3,8,9,9,9.444444444444445,1,7
18107,13,0,10,13,13,12,8.615384615384615,1,12
18254,13,0,7,13,13,11,10.923076923076923,1,9
40776,10,0,6,10,10,10,11.8,1,10
29931,8,0,5,8,8,8,9.125,1,8
48168,4,0,2,4,4,4,9.25,1,4
36597,1,0,1,1,1,1,7.0,1,1
9095,8,3,4,8,8,8,11.875,1,7
30177,2,0,1,2,2,2,8.0,1,2
38429,12,0,3,12,12,12,14.25,1,10
6477,44,0,16,42,44,39,11.681818181818182,1,36
60759,1,0,1,1,1,1,10.0,1,1
17196,33,0,13,32,33,31,13.181818181818182,1,30
13174,34,0,24,34,34,31,10.647058823529411,1,33
36457,13,0,7,12,13,11,10.692307692307692,1,11
23587,7,0,1,7,7,7,9.857142857142858,1,1
40210,16,0,10,16,16,15,9.8125,1,15
20204,15,1,4,15,15,15,12.8,2,13
13673,14,0,9,14,14,14,13.071428571428571,1,13
14727,13,0,11,13,13,12,12.23076923076923,1,12
4062,4,0,1,4,4,4,7.5,1,4
22611,7,0,6,7,7,7,11.142857142857142,1,7
13973,14,0,7,13,14,13,9.857142857142858,1,13
33164,20,0,13,20,20,20,9.8,1,20
25149,12,0,3,12,12,12,8.0,1,11
23088,11,0,4,11,11,11,9.363636363636363,2,10
4048,5,0,2,5,5,5,11.4,1,5
1959,30,0,13,30,30,26,11.966666666666667,2,28
8720,24,0,17,22,24,24,10.583333333333334,1,22
15234,21,0,6,21,21,21,10.904761904761905,1,18
12753,33,0,24,33,33,29,11.666666666666666,1,29
54429,13,0,10,13,13,13,15.153846153846153,1,8
18768,18,0,7,18,18,17,13.777777777777779,1,17
57604,11,0,9,11,11,11,8.636363636363637,1,10
28836,17,0,6,17,17,16,11.529411764705882,1,15
2474,11,0,7,11,11,11,8.454545454545455,1,10
6740,18,0,3,17,18,16,10.166666666666666,1,16
14099,38,2,20,38,38,34,11.447368421052632,1,28
7889,24,0,14,23,24,22,10.208333333333334,1,20
41023,10,0,6,10,10,10,13.5,1,10
24036,8,0,6,8,8,8,15.0,1,8
47605,27,0,11,27,27,25,8.555555555555555,1,25
67496,6,0,5,6,6,6,10.666666666666666,1,6
37020,22,0,12,20,22,22,10.545454545454545,1,18
34201,23,0,11,22,23,21,11.478260869565217,1,17
21619,18,1,7,16,18,16,8.38888888888889,1,14
54281,6,0,2,6,6,6,17.333333333333332,1,6
22200,7,0,5,7,7,7,13.857142857142858,1,7
5802,25,0,1,24,25,23,9.64,1,20
14203,14,0,7,14,14,14,10.428571428571429,1,13
33698,60,2,41,60,60,52,10.9,1,51
1309,55,0,24,55,55,49,11.89090909090909,1,45
2665,64,0,18,64,64,63,11.65625,1,51
36283,17,0,7,17,17,17,10.882352941176471,2,15
48083,18,0,10,18,18,15,10.11111111111111,1,18
39170,24,0,11,24,24,22,10.416666666666666,1,19
68290,1,0,0,1,1,1,10.0,1,1
28286,8,0,7,8,8,7,17.0,1,8
10437,37,0,26,37,37,34,10.27027027027027,1,36
1483,19,0,12,19,19,18,12.421052631578947,1,17
19606,6,0,3,6,6,6,11.333333333333334,1,6
8188,7,0,4,7,7,7,7.857142857142857,1,7
69155,6,0,3,5,6,5,8.666666666666666,1,5
63024,5,0,3,5,5,5,12.8,1,4
61274,2,0,2,2,2,1,6.5,1,1
18743,27,0,22,27,27,26,10.925925925925926,1,18
10752,58,0,15,55,58,50,11.379310344827585,1,48
58092,24,0,5,24,24,24,9.833333333333334,1,20
47552,6,0,1,6,6,5,17.5,1,6
9275,56,0,14,56,56,52,10.5,1,42
39027,14,0,5,14,14,13,12.142857142857142,2,14
43832,45,0,25,44,45,44,10.4,1,32
19560,9,1,4,9,9,8,10.11111111111111,1,9
5264,40,0,27,40,40,35,10.425,1,34
26003,15,0,8,15,15,15,10.4,1,14
7751,12,0,3,12,12,12,11.5,1,12
47917,14,0,6,14,14,14,11.071428571428571,1,12
20418,46,0,7,45,46,43,10.304347826086957,1,37
49142,11,0,5,11,11,11,14.0,1,9
44269,10,0,8,10,10,10,13.8,1,9
24731,22,0,9,22,22,22,12.181818181818182,1,16
23005,21,0,13,21,21,20,10.333333333333334,1,17
44547,20,0,9,20,20,20,10.95,1,17
49624,9,0,4,9,9,9,16.666666666666668,1,9
37213,13,0,1,13,13,13,11.538461538461538,1,11
27382,10,0,7,10,10,10,10.9,1,9
7903,17,0,12,17,17,16,11.588235294117647,1,16
37463,8,0,3,8,8,8,15.25,1,8
40083,5,0,1,5,5,5,9.4,1,5
28748,16,0,8,16,16,15,11.3125,2,15
38049,19,0,15,19,19,19,10.157894736842104,1,16
18108,25,0,7,23,25,22,9.44,1,20
24822,10,0,2,10,10,10,12.0,1,10
46870,15,0,11,15,15,15,11.866666666666667,1,14
32278,12,0,5,12,12,12,13.083333333333334,1,11
23038,17,1,4,17,17,15,15.117647058823529,2,16
58412,4,1,1,4,4,4,15.5,1,4
15499,42,0,13,40,42,40,10.476190476190476,1,33
42954,22,0,4,22,22,22,11.5,1,18
38671,29,0,9,27,29,28,11.413793103448276,1,23
46238,6,0,2,6,6,6,9.666666666666666,1,6
27869,31,0,7,31,31,31,8.96774193548387,1,29
14313,35,0,13,34,35,34,12.057142857142857,3,28
1736,29,0,13,28,29,28,11.379310344827585,1,23
37235,21,0,8,21,21,21,9.761904761904763,1,16
41660,27,0,7,27,27,25,14.296296296296296,1,24
43963,21,0,9,21,21,20,12.0,1,18
20275,12,0,8,12,12,12,13.083333333333334,1,10
33814,19,0,9,17,19,18,9.31578947368421,1,16
17610,18,0,15,15,18,18,10.944444444444445,1,10
63823,1,0,0,1,1,1,9.0,1,1
49179,3,0,2,3,3,3,11.333333333333334,1,3
55500,21,0,15,21,21,21,8.619047619047619,1,21
34297,29,0,16,29,29,27,12.03448275862069,1,26
61453,8,0,4,8,8,8,12.125,1,7
50320,4,0,4,4,4,4,9.75,1,4
48612,19,0,15,19,19,19,10.526315789473685,1,18
55579,10,0,3,10,10,9,9.9,1,10
14139,7,0,6,7,7,7,11.285714285714286,1,7
34000,26,0,14,26,26,23,9.076923076923077,1,23
24462,2,0,1,2,2,2,19.5,1,2
27813,6,0,5,6,6,5,9.333333333333334,2,6
34628,24,0,11,24,24,22,10.416666666666666,1,18
44382,19,0,5,18,19,18,10.157894736842104,1,18
20984,14,1,4,14,14,14,8.857142857142858,1,12
61190,5,0,2,5,5,5,8.8,1,5
55767,11,0,7,10,11,11,11.181818181818182,1,9
1045,16,0,2,16,16,16,10.875,1,16
27721,20,0,7,20,20,20,10.0,1,20
29035,59,1,29,59,59,55,10.35593220338983,1,53
41917,19,3,12,19,19,19,11.052631578947368,1,17
29387,24,0,13,23,24,24,10.125,2,21
61836,13,0,9,13,13,12,10.76923076923077,1,13
47128,6,0,2,6,6,6,6.833333333333333,1,6
58917,9,0,5,9,9,9,9.222222222222221,1,9
59362,23,0,9,23,23,22,10.565217391304348,2,21
55885,5,0,2,5,5,5,9.6,1,5
15825,36,0,13,35,36,34,11.694444444444445,1,26
6920,3,0,1,3,3,3,10.333333333333334,1,3
54632,19,0,4,18,19,19,11.31578947368421,1,15
67327,15,0,7,15,15,13,13.066666666666666,1,15
37045,14,0,0,14,14,13,10.0,1,14
59307,7,0,2,7,7,7,10.142857142857142,1,6
25523,11,0,3,11,11,11,11.454545454545455,1,11
19583,4,0,2,4,4,4,9.0,1,1
1318,5,0,4,5,5,5,10.6,1,5
14428,12,0,5,12,12,12,13.333333333333334,1,12
21772,5,0,5,5,5,5,9.0,1,5
31491,15,0,7,15,15,15,13.933333333333334,1,13
57324,2,0,1,2,2,2,8.0,1,2
34372,12,0,5,12,12,12,12.916666666666666,1,12
25500,17,0,11,17,17,16,10.235294117647058,4,14
4439,18,0,8,18,18,17,9.88888888888889,1,17
45263,7,0,3,6,7,6,14.857142857142858,1,5
26356,17,0,12,17,17,16,12.882352941176471,1,15
22038,20,3,12,20,20,20,10.6,1,17
36993,16,0,6,16,16,15,14.875,1,14
44611,8,0,3,8,8,8,11.5,1,8
54860,24,0,20,21,24,24,11.0,1,20
34379,49,0,40,49,49,44,11.938775510204081,2,33
54438,2,0,2,2,2,2,23.0,1,2
12827,23,1,12,23,23,23,10.043478260869565,2,21
24314,16,0,6,16,16,16,9.25,1,15
49935,3,0,3,3,3,3,10.0,1,3
27778,19,0,7,19,19,19,11.31578947368421,2,17
16356,41,0,11,41,41,38,11.829268292682928,1,27
11459,19,0,13,18,19,18,16.31578947368421,1,14
54664,6,0,6,6,6,6,9.5,1,6
25933,23,0,9,22,23,23,10.478260869565217,2,20
5876,13,0,6,13,13,12,16.846153846153847,1,13
23034,63,0,39,63,63,59,12.904761904761905,1,52
3791,13,0,8,13,13,13,16.692307692307693,1,11
4774,7,0,3,7,7,7,9.714285714285714,1,7
44465,29,0,6,29,29,29,10.379310344827585,1,15
17412,4,0,1,3,4,4,9.75,1,3
61130,7,0,0,7,7,7,14.285714285714286,1,7
3488,12,2,3,12,12,12,12.833333333333334,1,12
54535,5,0,2,5,5,5,10.4,1,5
42743,3,0,1,3,3,3,6.333333333333333,1,3
58463,1,0,0,1,1,1,10.0,1,1
15593,30,0,9,29,30,27,12.133333333333333,1,23
32977,14,1,11,14,14,14,10.5,1,12
8144,28,0,17,28,28,27,10.571428571428571,1,19
37513,30,0,17,30,30,30,11.0,1,26
32997,16,1,8,16,16,16,12.5625,1,14
22635,25,0,18,25,25,23,10.76,1,21
48624,5,0,0,5,5,5,10.0,1,5
63337,2,0,0,2,2,2,10.0,1,2
33576,10,0,5,10,10,10,12.0,1,10
5029,29,0,0,28,29,26,9.551724137931034,1,25
69304,4,0,2,4,4,4,12.0,1,4
68648,1,0,0,1,1,1,10.0,1,1
